Date,City,Branch,Product,Sales,InventoryLevel (%),CustomerFootfall,EmployeeName,AvgServiceTime,ReturnRate,LoyaltySegment
2025-04-18,New York,New York - Branch 2,Latte,212.4,41,57,Matthew,5.11,0.05,Loyal
2025-03-21,Singapore,Singapore - Branch 1,Cold Brew,231.77,32,154,Erica,3.95,0.09,New
2025-01-31,Hyderabad,Hyderabad - Branch 3,Frappuccino,531.06,86,146,Barbara,6.3,0.01,Loyal
2025-06-07,Dubai,Dubai - Branch 3,Mocha,313.66,30,54,Steven,1.74,0.05,Loyal
2025-04-26,Surat,Surat - Branch 2,Mocha,414.93,51,101,Jeremy,5.29,0.11,Loyal
2025-04-02,Delhi,Delhi - Branch 1,Cappuccino,292.7,39,50,Jason,4.97,0.05,Loyal
2025-05-20,Delhi,Delhi - Branch 3,Frappuccino,332.37,88,40,Christian,3.93,0.06,Returning
2025-03-28,Kolkata,Kolkata - Branch 3,Espresso,212.39,92,173,Sonya,4.57,0.09,Returning
2025-04-15,Hyderabad,Hyderabad - Branch 3,Latte,345.71,56,41,Alyssa,6.73,0.06,Returning
2025-02-07,Kolkata,Kolkata - Branch 1,Latte,228.76,40,125,Heather,3.97,0.14,New
2025-06-30,Dubai,Dubai - Branch 3,Frappuccino,272.01,37,17,Angela,2.96,0.11,Loyal
2025-06-08,Dubai,Dubai - Branch 1,Frappuccino,488.39,100,132,Vicki,3.61,0.14,New
2025-07-04,Singapore,Singapore - Branch 2,Frappuccino,302.52,59,25,Kim,3.47,0.08,Loyal
2025-06-28,Pune,Pune - Branch 1,Latte,156.65,87,57,Nicholas,6.74,0.03,Returning
2025-06-16,Delhi,Delhi - Branch 1,Mocha,410.46,75,155,Michael,5.83,0.0,New
2025-02-11,Pune,Pune - Branch 1,Mocha,418.87,66,159,Patrick,4.11,0.05,New
2025-04-05,London,London - Branch 1,Cappuccino,175.85,82,55,Karen,1.93,0.03,Loyal
2025-01-19,Mumbai,Mumbai - Branch 2,Americano,167.76,60,138,Jack,4.13,0.12,Loyal
2025-05-01,Mumbai,Mumbai - Branch 1,Espresso,230.43,84,27,Wyatt,6.29,0.09,Loyal
2025-03-30,New York,New York - Branch 3,Americano,435.79,46,181,Zachary,6.27,0.14,Loyal
2025-04-15,Pune,Pune - Branch 1,Frappuccino,206.57,85,59,Samuel,3.34,0.12,Returning
2025-03-28,Bangalore,Bangalore - Branch 3,Americano,360.74,30,19,Michael,3.27,0.0,New
2025-02-02,New York,New York - Branch 2,Mocha,370.63,91,185,Michael,4.48,0.0,New
2025-05-02,Surat,Surat - Branch 1,Frappuccino,384.18,50,92,Keith,6.58,0.09,Returning
2025-04-30,Kolkata,Kolkata - Branch 3,Mocha,233.27,61,146,Tyler,5.97,0.05,Returning
2025-04-13,Lucknow,Lucknow - Branch 2,Americano,358.97,59,180,Jonathan,5.54,0.07,Loyal
2025-05-22,Hyderabad,Hyderabad - Branch 2,Frappuccino,448.29,52,40,Corey,2.34,0.02,Loyal
2025-06-05,Dubai,Dubai - Branch 3,Americano,343.54,92,141,John,2.56,0.09,New
2025-03-22,Ahmedabad,Ahmedabad - Branch 3,Frappuccino,179.23,92,60,Stacie,1.69,0.04,Returning
2025-06-28,Surat,Surat - Branch 3,Cold Brew,203.48,46,53,Stacy,4.76,0.04,Returning
2025-04-10,New York,New York - Branch 2,Americano,173.78,67,25,Jennifer,3.07,0.12,Loyal
2025-06-27,New York,New York - Branch 3,Cold Brew,337.26,80,59,Danielle,2.69,0.11,Returning
2025-04-11,Singapore,Singapore - Branch 1,Espresso,339.14,81,63,Michael,3.68,0.0,New
2025-07-04,New York,New York - Branch 3,Latte,371.64,38,190,Dana,5.85,0.08,Loyal
2025-05-17,Pune,Pune - Branch 3,Americano,227.54,74,64,Jodi,6.34,0.06,New
2025-05-02,Kolkata,Kolkata - Branch 3,Americano,254.49,65,40,Amanda,1.52,0.07,New
2025-07-02,Singapore,Singapore - Branch 2,Cold Brew,348.28,75,175,Jonathan,3.04,0.13,New
2025-05-08,London,London - Branch 2,Espresso,273.6,58,167,Jeffery,6.02,0.1,Loyal
2025-06-16,Pune,Pune - Branch 2,Latte,235.85,79,99,James,5.3,0.04,Returning
2025-01-27,London,London - Branch 2,Cappuccino,299.08,67,126,Theresa,2.95,0.05,Loyal
2025-04-26,Bangalore,Bangalore - Branch 1,Frappuccino,168.19,42,154,Mary,5.21,0.1,Returning
2025-02-20,Delhi,Delhi - Branch 1,Cappuccino,337.29,77,26,Cheryl,3.26,0.13,New
2025-06-07,Mumbai,Mumbai - Branch 3,Mocha,465.95,88,141,Ricardo,1.59,0.13,New
2025-02-22,Surat,Surat - Branch 3,Mocha,403.79,97,150,Deborah,2.25,0.14,New
2025-03-27,Surat,Surat - Branch 2,Latte,397.79,98,55,Kim,2.08,0.05,Loyal
2025-04-03,Chennai,Chennai - Branch 1,Espresso,465.25,39,62,Shelley,5.14,0.08,Loyal
2025-07-03,Bangalore,Bangalore - Branch 2,Cappuccino,238.72,44,189,Stephen,5.57,0.15,Loyal
2025-07-06,London,London - Branch 1,Espresso,390.54,96,179,Karen,6.64,0.11,New
2025-03-31,London,London - Branch 1,Americano,514.29,65,124,Douglas,2.18,0.12,New
2025-01-12,Surat,Surat - Branch 2,Latte,232.37,78,136,Jennifer,1.74,0.03,Returning
2025-03-06,Delhi,Delhi - Branch 1,Cold Brew,410.97,49,75,Courtney,4.7,0.09,New
2025-03-20,Ahmedabad,Ahmedabad - Branch 1,Latte,539.07,72,55,Christina,5.39,0.11,New
2025-03-30,Ahmedabad,Ahmedabad - Branch 1,Cappuccino,256.17,30,175,Tracy,2.42,0.04,New
2025-06-20,Ahmedabad,Ahmedabad - Branch 1,Frappuccino,302.55,99,81,Benjamin,6.38,0.08,Returning
2025-04-19,Mumbai,Mumbai - Branch 1,Espresso,503.99,30,125,Lisa,2.28,0.05,Loyal
2025-03-11,Chennai,Chennai - Branch 3,Mocha,407.39,92,162,John,6.21,0.08,New
2025-01-26,Bangalore,Bangalore - Branch 2,Latte,335.0,40,144,Kathleen,4.37,0.13,Loyal
2025-06-21,Chennai,Chennai - Branch 3,Espresso,343.45,77,54,Christine,1.58,0.02,New
2025-04-24,Kolkata,Kolkata - Branch 1,Americano,355.8,51,138,Russell,2.67,0.01,Loyal
2025-05-25,Lucknow,Lucknow - Branch 3,Mocha,535.62,40,193,Michele,6.12,0.05,Returning
2025-01-15,London,London - Branch 3,Espresso,517.96,83,77,Kevin,6.16,0.09,Loyal
2025-02-14,Jaipur,Jaipur - Branch 1,Frappuccino,179.57,86,106,Jeanne,3.14,0.11,Loyal
2025-05-12,Dubai,Dubai - Branch 3,Espresso,397.5,69,149,Joseph,4.13,0.12,Loyal
2025-04-30,Ahmedabad,Ahmedabad - Branch 2,Mocha,498.1,75,18,Miguel,5.13,0.05,Loyal
2025-03-03,Mumbai,Mumbai - Branch 2,Americano,246.1,63,39,Daniel,5.43,0.14,Loyal
2025-01-28,Bangalore,Bangalore - Branch 1,Espresso,438.39,37,163,Martin,3.82,0.14,Loyal
2025-04-11,London,London - Branch 2,Espresso,385.52,41,194,Scott,3.72,0.14,Loyal
2025-04-06,Jaipur,Jaipur - Branch 2,Mocha,456.52,50,135,Christopher,1.86,0.1,Returning
2025-05-31,Lucknow,Lucknow - Branch 2,Cappuccino,256.25,90,149,Amanda,6.65,0.08,Returning
2025-06-26,Dubai,Dubai - Branch 1,Cappuccino,157.64,90,49,Jose,6.13,0.02,Loyal
2025-05-02,Lucknow,Lucknow - Branch 1,Frappuccino,404.94,32,171,William,4.72,0.04,Returning
2025-07-01,Lucknow,Lucknow - Branch 3,Cold Brew,365.84,96,13,Kevin,2.67,0.09,New
2025-04-24,Kolkata,Kolkata - Branch 3,Frappuccino,399.47,35,106,Caleb,2.49,0.08,New
2025-07-05,Chennai,Chennai - Branch 3,Latte,226.13,66,29,Yvonne,4.79,0.03,New
2025-04-28,Singapore,Singapore - Branch 2,Mocha,423.11,90,80,Jill,5.19,0.15,Returning
2025-05-16,Pune,Pune - Branch 2,Cappuccino,512.78,97,146,Anne,2.34,0.06,Returning
2025-05-18,Kolkata,Kolkata - Branch 2,Cold Brew,429.99,34,196,Richard,6.33,0.12,New
2025-01-21,Singapore,Singapore - Branch 2,Mocha,424.39,88,114,Gary,2.23,0.08,Returning
2025-06-07,Kolkata,Kolkata - Branch 1,Latte,178.17,49,93,Nancy,3.54,0.03,Loyal
2025-06-29,Lucknow,Lucknow - Branch 3,Cold Brew,490.04,30,179,Mackenzie,4.31,0.07,Loyal
2025-01-16,Chennai,Chennai - Branch 1,Espresso,327.63,74,90,James,2.36,0.1,Returning
2025-02-08,Ahmedabad,Ahmedabad - Branch 3,Mocha,249.17,33,109,Jessica,2.44,0.03,New
2025-01-29,Bangalore,Bangalore - Branch 2,Mocha,197.65,82,58,Jean,3.03,0.03,Loyal
2025-05-07,Ahmedabad,Ahmedabad - Branch 3,Espresso,365.89,63,184,Anthony,3.93,0.03,Loyal
2025-01-18,Pune,Pune - Branch 1,Americano,527.26,73,169,Eric,4.14,0.11,New
2025-01-18,Chennai,Chennai - Branch 1,Cappuccino,380.04,37,132,Cheryl,5.49,0.01,Returning
2025-06-14,Chennai,Chennai - Branch 1,Espresso,366.57,34,87,Jack,3.02,0.04,Returning
2025-05-05,New York,New York - Branch 2,Cappuccino,541.75,36,22,Michael,1.57,0.1,New
2025-02-23,Dubai,Dubai - Branch 3,Latte,319.17,51,83,Christopher,2.94,0.03,New
2025-04-23,Delhi,Delhi - Branch 3,Frappuccino,217.51,45,198,Joseph,4.23,0.02,Returning
2025-03-11,Jaipur,Jaipur - Branch 3,Cappuccino,362.92,37,21,Christy,3.16,0.09,Returning
2025-07-10,Kolkata,Kolkata - Branch 1,Frappuccino,239.47,52,50,Amy,4.81,0.11,Returning
2025-05-26,New York,New York - Branch 2,Espresso,482.19,78,138,Kenneth,1.92,0.01,Returning
2025-07-01,Mumbai,Mumbai - Branch 3,Frappuccino,450.45,80,86,David,3.62,0.13,New
2025-02-28,Kolkata,Kolkata - Branch 3,Mocha,535.8,49,158,David,2.03,0.12,Loyal
2025-02-15,Singapore,Singapore - Branch 1,Latte,403.0,48,131,Andrew,5.07,0.07,New
2025-05-16,Ahmedabad,Ahmedabad - Branch 2,Cold Brew,256.11,31,82,Kimberly,2.44,0.11,Loyal
2025-02-01,Pune,Pune - Branch 1,Mocha,467.72,70,197,Kathryn,6.06,0.01,New
2025-02-16,Bangalore,Bangalore - Branch 3,Cappuccino,218.61,67,167,Bradley,5.99,0.15,New
2025-06-02,Delhi,Delhi - Branch 2,Americano,173.96,58,147,Misty,3.67,0.08,Returning
2025-06-09,Bangalore,Bangalore - Branch 3,Mocha,168.85,40,171,Anna,2.84,0.12,New
2025-03-19,Chennai,Chennai - Branch 3,Espresso,254.45,90,101,Anthony,3.57,0.13,New
2025-01-15,Pune,Pune - Branch 2,Americano,249.82,94,162,Elizabeth,4.93,0.02,New
2025-04-07,Mumbai,Mumbai - Branch 1,Cappuccino,309.93,39,191,Cynthia,2.28,0.06,Loyal
2025-02-17,Delhi,Delhi - Branch 3,Latte,399.62,79,114,Matthew,6.0,0.01,Returning
2025-01-31,London,London - Branch 2,Cappuccino,260.16,66,97,Deanna,2.04,0.11,Loyal
2025-01-31,Kolkata,Kolkata - Branch 3,Americano,356.33,44,83,Roberta,3.11,0.09,New
2025-07-01,London,London - Branch 3,Latte,403.2,66,76,John,6.48,0.14,Loyal
2025-04-02,Dubai,Dubai - Branch 1,Frappuccino,276.18,99,143,Nicole,2.07,0.03,New
2025-02-11,Kolkata,Kolkata - Branch 2,Mocha,506.97,53,11,Ronald,2.01,0.05,New
2025-03-23,Kolkata,Kolkata - Branch 3,Cappuccino,155.94,40,179,Steven,5.47,0.02,Loyal
2025-01-12,Chennai,Chennai - Branch 1,Latte,157.17,76,101,Heather,4.96,0.09,New
2025-01-11,Lucknow,Lucknow - Branch 2,Cappuccino,204.27,50,132,Jennifer,5.98,0.06,Returning
2025-07-08,Chennai,Chennai - Branch 3,Cold Brew,270.36,69,42,Mariah,5.74,0.07,New
2025-01-12,Lucknow,Lucknow - Branch 2,Espresso,495.04,62,185,Roger,5.76,0.09,New
2025-01-16,Chennai,Chennai - Branch 2,Mocha,233.44,61,17,Tina,3.48,0.09,Loyal
2025-05-11,Delhi,Delhi - Branch 3,Mocha,521.46,79,43,Megan,5.48,0.14,Returning
2025-04-18,Jaipur,Jaipur - Branch 2,Cappuccino,453.37,39,192,Mark,6.03,0.13,New
2025-07-01,Mumbai,Mumbai - Branch 2,Cappuccino,485.85,71,62,James,6.22,0.11,New
2025-01-14,Jaipur,Jaipur - Branch 1,Cold Brew,391.4,99,125,Brian,5.04,0.14,Loyal
2025-05-16,London,London - Branch 2,Frappuccino,387.2,42,74,Stacy,5.08,0.09,New
2025-06-28,Hyderabad,Hyderabad - Branch 3,Cappuccino,273.82,90,195,Kelly,6.55,0.06,Loyal
2025-07-10,Lucknow,Lucknow - Branch 3,Mocha,177.71,31,172,Meghan,3.42,0.01,New
2025-03-05,Ahmedabad,Ahmedabad - Branch 2,Espresso,498.44,47,29,Gloria,3.01,0.08,New
2025-05-05,Mumbai,Mumbai - Branch 1,Espresso,243.17,99,89,James,1.7,0.14,Returning
2025-04-30,Ahmedabad,Ahmedabad - Branch 2,Cold Brew,175.92,87,101,Douglas,5.12,0.05,New
2025-04-13,Pune,Pune - Branch 1,Mocha,378.9,67,169,Danielle,2.42,0.02,Loyal
2025-05-03,Singapore,Singapore - Branch 3,Cappuccino,386.32,76,74,Christian,1.86,0.01,Loyal
2025-06-05,Mumbai,Mumbai - Branch 2,Cappuccino,171.18,82,189,Jason,1.8,0.1,Returning
2025-01-13,Jaipur,Jaipur - Branch 1,Latte,228.04,88,83,Paul,5.53,0.02,Returning
2025-03-21,Dubai,Dubai - Branch 2,Espresso,412.27,55,167,Michael,2.61,0.06,Loyal
2025-06-08,Ahmedabad,Ahmedabad - Branch 2,Americano,534.34,99,52,Michael,5.79,0.03,Returning
2025-03-15,London,London - Branch 3,Cappuccino,357.89,55,195,Larry,6.72,0.04,Loyal
2025-04-10,Dubai,Dubai - Branch 3,Latte,234.67,30,182,Daniel,4.24,0.02,Returning
2025-04-09,New York,New York - Branch 2,Espresso,343.98,85,27,Joe,2.55,0.09,Returning
2025-06-28,Mumbai,Mumbai - Branch 1,Americano,440.51,86,42,Haley,1.86,0.06,Returning
2025-01-12,Chennai,Chennai - Branch 2,Americano,300.23,87,118,Pamela,6.08,0.12,New
2025-04-25,Chennai,Chennai - Branch 3,Latte,495.37,48,38,Scott,2.59,0.0,Returning
2025-05-30,Jaipur,Jaipur - Branch 3,Latte,202.27,77,27,Kim,3.37,0.01,New
2025-04-07,Pune,Pune - Branch 1,Frappuccino,198.16,74,192,Kathryn,4.65,0.0,New
2025-02-02,Singapore,Singapore - Branch 2,Cappuccino,381.69,70,86,Mikayla,6.47,0.07,Loyal
2025-06-26,Jaipur,Jaipur - Branch 2,Espresso,319.28,33,31,Ashley,4.06,0.1,Loyal
2025-03-29,Jaipur,Jaipur - Branch 2,Latte,439.99,40,34,Michael,6.69,0.07,Loyal
2025-04-03,Ahmedabad,Ahmedabad - Branch 3,Cappuccino,547.98,35,32,Michael,4.57,0.14,Returning
2025-03-20,Surat,Surat - Branch 1,Frappuccino,279.13,93,138,Kimberly,2.39,0.15,New
2025-03-22,Mumbai,Mumbai - Branch 3,Americano,341.67,37,17,Timothy,6.9,0.05,Returning
2025-01-18,London,London - Branch 3,Cold Brew,160.46,57,116,Michael,1.72,0.07,Loyal
2025-02-02,Bangalore,Bangalore - Branch 2,Frappuccino,203.69,50,42,Juan,3.42,0.13,Loyal
2025-05-15,Pune,Pune - Branch 3,Mocha,194.71,58,64,Justin,6.15,0.05,Returning
2025-01-27,New York,New York - Branch 1,Americano,383.4,94,177,Timothy,4.76,0.01,New
2025-03-12,Surat,Surat - Branch 3,Espresso,248.07,52,109,James,4.01,0.08,Loyal
2025-04-04,Lucknow,Lucknow - Branch 3,Espresso,384.49,61,50,Nicholas,6.42,0.14,New
2025-05-17,Chennai,Chennai - Branch 3,Mocha,478.61,92,185,David,3.64,0.04,Returning
2025-05-29,Pune,Pune - Branch 2,Latte,510.67,40,165,Julie,5.54,0.07,Returning
2025-02-08,Chennai,Chennai - Branch 1,Frappuccino,447.29,85,18,Kristie,2.9,0.11,Loyal
2025-04-05,Singapore,Singapore - Branch 2,Cappuccino,348.28,32,88,David,5.69,0.09,Loyal
2025-03-26,London,London - Branch 1,Cappuccino,369.04,53,200,David,3.32,0.05,Loyal
2025-02-14,Ahmedabad,Ahmedabad - Branch 3,Espresso,166.57,55,59,Jeffrey,6.56,0.01,New
2025-03-10,Surat,Surat - Branch 2,Frappuccino,210.63,78,73,William,4.38,0.12,Loyal
2025-01-21,Dubai,Dubai - Branch 2,Americano,312.91,96,165,Brandon,5.3,0.15,New
2025-06-19,Surat,Surat - Branch 3,Latte,167.57,58,16,Julia,2.11,0.11,Returning
2025-01-31,Surat,Surat - Branch 3,Cappuccino,245.73,73,59,Dawn,2.26,0.11,Returning
2025-01-13,Hyderabad,Hyderabad - Branch 2,Mocha,354.73,77,15,Lynn,2.64,0.09,Returning
2025-03-09,Pune,Pune - Branch 1,Cold Brew,366.99,46,93,James,2.75,0.07,Returning
2025-06-27,Mumbai,Mumbai - Branch 3,Mocha,326.31,64,17,Samuel,3.95,0.1,Returning
2025-05-15,Bangalore,Bangalore - Branch 2,Mocha,410.4,89,26,Michele,6.83,0.06,Loyal
2025-03-28,Bangalore,Bangalore - Branch 2,Americano,166.03,84,94,Richard,2.02,0.0,Loyal
2025-03-25,Mumbai,Mumbai - Branch 2,Frappuccino,435.36,59,180,Natalie,6.15,0.07,Returning
2025-02-20,Bangalore,Bangalore - Branch 2,Espresso,226.18,88,150,Paul,5.32,0.15,Loyal
2025-03-18,Hyderabad,Hyderabad - Branch 3,Frappuccino,523.64,87,136,Debra,6.69,0.07,New
2025-04-08,Lucknow,Lucknow - Branch 1,Frappuccino,310.73,45,162,Eric,6.11,0.09,Loyal
2025-02-20,Dubai,Dubai - Branch 3,Mocha,308.13,65,52,Willie,5.01,0.14,Loyal
2025-01-31,Bangalore,Bangalore - Branch 1,Mocha,466.93,64,80,Brenda,4.85,0.15,Loyal
2025-02-11,Jaipur,Jaipur - Branch 2,Cappuccino,506.82,52,113,Patrick,3.24,0.13,Returning
2025-01-16,Singapore,Singapore - Branch 3,Mocha,526.37,91,123,Shelia,4.09,0.08,New
2025-06-28,Ahmedabad,Ahmedabad - Branch 2,Cappuccino,518.58,84,151,Andrew,2.34,0.01,Returning
2025-06-15,Bangalore,Bangalore - Branch 1,Frappuccino,168.11,53,55,Derek,1.93,0.13,Returning
2025-01-30,Dubai,Dubai - Branch 3,Cold Brew,408.45,86,125,Johnny,2.13,0.11,New
2025-02-17,Singapore,Singapore - Branch 1,Americano,359.29,90,162,Denise,4.03,0.14,Returning
2025-03-11,Chennai,Chennai - Branch 1,Espresso,218.62,44,148,Shannon,6.3,0.11,Loyal
2025-05-20,Chennai,Chennai - Branch 3,Frappuccino,341.22,57,193,Sandra,1.71,0.02,Loyal
2025-04-09,New York,New York - Branch 1,Latte,423.96,32,104,Jason,5.11,0.12,New
2025-01-13,Delhi,Delhi - Branch 1,Cold Brew,386.44,84,171,Stephanie,4.98,0.14,New
2025-01-13,Delhi,Delhi - Branch 3,Americano,417.59,53,188,Robert,5.87,0.09,New
2025-01-11,Ahmedabad,Ahmedabad - Branch 3,Espresso,175.59,45,35,Frederick,6.3,0.07,Returning
2025-02-23,London,London - Branch 1,Latte,155.73,44,92,Morgan,5.6,0.09,Returning
2025-05-24,Hyderabad,Hyderabad - Branch 2,Latte,476.88,71,146,Virginia,1.76,0.0,New
2025-04-30,Jaipur,Jaipur - Branch 2,Americano,288.45,72,170,Whitney,3.61,0.13,Loyal
2025-05-21,Mumbai,Mumbai - Branch 2,Mocha,319.0,61,51,Douglas,6.86,0.07,Returning
2025-05-18,Delhi,Delhi - Branch 1,Mocha,376.26,61,91,Michelle,4.34,0.1,New
2025-04-13,New York,New York - Branch 2,Cold Brew,330.01,67,68,Tyler,3.86,0.12,Returning
2025-01-26,Mumbai,Mumbai - Branch 1,Espresso,244.63,83,126,Tony,2.71,0.03,New
2025-03-30,Hyderabad,Hyderabad - Branch 3,Mocha,472.94,49,164,Brandi,6.23,0.07,New
2025-06-12,Bangalore,Bangalore - Branch 3,Mocha,490.97,38,115,Joanne,2.26,0.08,New
2025-05-29,Hyderabad,Hyderabad - Branch 2,Cold Brew,329.82,55,151,Walter,4.54,0.08,New
2025-02-07,New York,New York - Branch 1,Espresso,221.69,58,152,Casey,3.26,0.02,Returning
2025-05-05,Lucknow,Lucknow - Branch 3,Espresso,334.85,98,87,Tiffany,6.53,0.06,Returning
2025-04-03,Surat,Surat - Branch 2,Mocha,479.26,47,15,Phyllis,6.75,0.0,New
2025-06-10,Kolkata,Kolkata - Branch 2,Espresso,411.7,94,30,Catherine,3.6,0.04,Returning
2025-04-27,Singapore,Singapore - Branch 1,Americano,351.9,41,85,Scott,5.17,0.15,New
2025-01-13,London,London - Branch 3,Cold Brew,359.23,75,40,Jillian,5.49,0.1,New
2025-06-07,Surat,Surat - Branch 3,Americano,196.33,83,190,Ashley,4.24,0.13,Returning
2025-02-06,Ahmedabad,Ahmedabad - Branch 2,Frappuccino,238.02,40,27,Marcus,3.65,0.07,Loyal
2025-05-24,Hyderabad,Hyderabad - Branch 1,Frappuccino,279.53,38,100,Daniel,3.54,0.06,New
2025-03-13,Bangalore,Bangalore - Branch 1,Cold Brew,420.61,58,175,Garrett,3.45,0.09,Returning
2025-02-26,Ahmedabad,Ahmedabad - Branch 2,Cold Brew,300.52,59,163,David,5.26,0.08,Returning
2025-07-01,Bangalore,Bangalore - Branch 2,Espresso,211.93,71,22,Eric,4.85,0.07,Returning
2025-03-13,New York,New York - Branch 2,Latte,226.44,45,40,Brian,5.8,0.06,Returning
2025-07-04,London,London - Branch 2,Cold Brew,527.41,38,129,William,5.17,0.12,New
2025-05-09,Delhi,Delhi - Branch 3,Espresso,366.73,57,91,Kimberly,1.88,0.11,Returning
2025-04-01,New York,New York - Branch 1,Mocha,458.91,58,76,Harold,4.42,0.01,Returning
2025-06-01,Jaipur,Jaipur - Branch 3,Mocha,508.62,39,109,Jeremiah,2.28,0.04,New
2025-06-04,Hyderabad,Hyderabad - Branch 3,Mocha,466.58,98,187,Lauren,5.99,0.12,Returning
2025-03-16,Jaipur,Jaipur - Branch 2,Frappuccino,315.3,73,47,Shannon,4.7,0.1,Loyal
2025-05-28,Kolkata,Kolkata - Branch 3,Americano,521.69,33,15,Timothy,6.44,0.14,Returning
2025-07-10,Singapore,Singapore - Branch 1,Americano,189.87,38,151,Scott,5.02,0.05,Loyal
2025-01-24,Jaipur,Jaipur - Branch 3,Frappuccino,299.02,35,44,Shirley,5.72,0.13,New
2025-05-13,Dubai,Dubai - Branch 1,Frappuccino,509.15,36,72,Paul,1.89,0.05,Returning
2025-05-04,Bangalore,Bangalore - Branch 1,Americano,253.58,59,113,Leonard,3.76,0.1,New
2025-06-04,Lucknow,Lucknow - Branch 2,Cold Brew,502.46,50,26,Marco,3.23,0.11,Returning
2025-04-08,Bangalore,Bangalore - Branch 2,Cappuccino,463.47,58,10,Brandon,3.16,0.07,New
2025-01-27,Lucknow,Lucknow - Branch 3,Espresso,261.75,98,13,Lonnie,6.34,0.05,New
2025-06-16,Bangalore,Bangalore - Branch 1,Espresso,357.6,82,74,Jamie,4.82,0.02,Loyal
2025-05-10,Pune,Pune - Branch 2,Cappuccino,342.53,83,87,Kim,4.08,0.06,Loyal
2025-05-03,Mumbai,Mumbai - Branch 3,Americano,159.77,56,53,Tammy,2.87,0.14,Loyal
2025-04-26,Ahmedabad,Ahmedabad - Branch 1,Cappuccino,497.33,99,68,Aaron,3.37,0.14,Loyal
2025-02-18,Chennai,Chennai - Branch 1,Mocha,356.01,94,112,Carrie,6.52,0.14,Returning
2025-02-21,Mumbai,Mumbai - Branch 1,Latte,221.82,69,145,Sara,3.6,0.1,New
2025-04-19,Pune,Pune - Branch 1,Espresso,157.65,94,198,Nicholas,1.67,0.15,Returning
2025-05-06,Kolkata,Kolkata - Branch 2,Americano,199.6,77,17,James,4.77,0.09,New
2025-04-05,Hyderabad,Hyderabad - Branch 2,Espresso,254.69,51,43,Tamara,6.69,0.09,New
2025-03-15,Bangalore,Bangalore - Branch 2,Espresso,267.6,94,23,Mathew,2.43,0.07,New
2025-01-26,London,London - Branch 1,Latte,484.5,88,40,David,2.38,0.11,Returning
2025-03-29,Delhi,Delhi - Branch 2,Cold Brew,255.74,38,100,Amanda,5.62,0.01,New
2025-03-30,London,London - Branch 2,Frappuccino,422.67,73,24,Jennifer,4.32,0.06,Returning
2025-05-09,Singapore,Singapore - Branch 1,Latte,363.42,80,99,Michael,5.68,0.12,Loyal
2025-06-16,Surat,Surat - Branch 1,Cappuccino,529.1,69,28,Amanda,4.98,0.03,Loyal
2025-02-14,Pune,Pune - Branch 2,Mocha,417.83,44,39,Ashley,6.49,0.14,New
2025-05-21,Mumbai,Mumbai - Branch 2,Mocha,238.13,78,109,Madison,3.43,0.1,Returning
2025-02-09,Bangalore,Bangalore - Branch 1,Latte,510.14,81,91,Raymond,6.01,0.14,Returning
2025-03-18,Pune,Pune - Branch 3,Mocha,329.64,58,107,Daniel,6.87,0.01,New
2025-02-24,Hyderabad,Hyderabad - Branch 3,Mocha,540.85,49,42,Kristi,4.71,0.01,Loyal
2025-03-02,Lucknow,Lucknow - Branch 1,Cappuccino,434.33,50,46,Arthur,5.89,0.15,New
2025-03-14,Delhi,Delhi - Branch 3,Espresso,306.58,63,184,Tamara,6.5,0.15,Loyal
2025-02-07,Surat,Surat - Branch 3,Cappuccino,355.05,79,38,Travis,2.19,0.06,New
2025-06-13,Mumbai,Mumbai - Branch 2,Latte,413.96,100,151,Lisa,3.21,0.09,Returning
2025-04-05,Ahmedabad,Ahmedabad - Branch 3,Cold Brew,351.23,44,13,Alyssa,6.27,0.1,Loyal
2025-03-16,Ahmedabad,Ahmedabad - Branch 1,Americano,502.8,75,172,Lauren,6.3,0.11,New
2025-07-07,Lucknow,Lucknow - Branch 2,Cold Brew,265.9,93,111,Anthony,2.01,0.08,Returning
2025-04-22,Bangalore,Bangalore - Branch 2,Cappuccino,457.1,67,169,Brad,1.86,0.02,New
2025-02-15,Delhi,Delhi - Branch 1,Frappuccino,311.37,31,58,Robert,4.49,0.03,New
2025-04-01,Ahmedabad,Ahmedabad - Branch 2,Latte,202.58,98,38,Amanda,1.59,0.03,New
2025-04-11,Bangalore,Bangalore - Branch 1,Frappuccino,306.99,54,164,Gabriel,6.13,0.07,New
2025-04-25,Dubai,Dubai - Branch 1,Cappuccino,492.79,81,167,Adam,1.51,0.15,Returning
2025-03-28,Kolkata,Kolkata - Branch 1,Cappuccino,372.16,92,73,Angel,4.82,0.06,Returning
2025-05-16,Lucknow,Lucknow - Branch 2,Americano,234.34,34,95,Steven,2.4,0.02,Returning
2025-03-10,Ahmedabad,Ahmedabad - Branch 2,Mocha,473.68,64,83,Megan,4.05,0.15,New
2025-03-06,Pune,Pune - Branch 1,Cold Brew,520.85,95,129,Richard,2.02,0.12,New
2025-06-13,Kolkata,Kolkata - Branch 1,Americano,534.77,89,58,Amanda,6.05,0.14,Returning
2025-05-24,Bangalore,Bangalore - Branch 2,Americano,358.36,30,37,Jeremy,3.56,0.03,New
2025-07-01,Lucknow,Lucknow - Branch 3,Mocha,308.61,51,67,Timothy,4.74,0.0,Loyal
